YEAR,STATE,AVG_SCORE,TEST_SUBJECT,TEST_YEAR
2017,Alabama,232.170687741509,Mathematics,4
2017,Alaska,230.456277558902,Mathematics,4
2017,Arizona,234.435788152091,Mathematics,4
2017,Arkansas,233.848143678937,Mathematics,4
2017,California,232.262940994562,Mathematics,4
2017,Colorado,240.695016615505,Mathematics,4
2017,Connecticut,239.237650900737,Mathematics,4
2017,Delaware,236.127561706187,Mathematics,4
2017,District of Columbia,231.320462145503,Mathematics,4
2017,Florida,246.367695779459,Mathematics,4
2017,Georgia,236.383603027145,Mathematics,4
2017,Hawaii,237.919768737113,Mathematics,4
2017,Idaho,239.967514081181,Mathematics,4
2017,Illinois,238.118947435674,Mathematics,4
2017,Indiana,246.513750055807,Mathematics,4
2017,Iowa,243.107484364402,Mathematics,4
2017,Kansas,241.21280456721,Mathematics,4
2017,Kentucky,239.17825740582,Mathematics,4
2017,Louisiana,228.971745398005,Mathematics,4
2017,Maine,239.898994523321,Mathematics,4
2017,Maryland,240.601277324157,Mathematics,4
2017,Massachusetts,249.102673909928,Mathematics,4
2017,Michigan,235.555472547462,Mathematics,4
2017,Minnesota,248.804302567269,Mathematics,4
2017,Mississippi,234.69419302812,Mathematics,4
2017,Missouri,239.502289164298,Mathematics,4
2017,Montana,240.721634498618,Mathematics,4
2017,Nebraska,245.59067458725,Mathematics,4
2017,Nevada,231.685162157891,Mathematics,4
2017,New Hampshire,245.319838570829,Mathematics,4
2017,New Jersey,247.855231175611,Mathematics,4
2017,New Mexico,229.704281935704,Mathematics,4
2017,New York,235.548457260667,Mathematics,4
2017,North Carolina,240.951393074866,Mathematics,4
2017,North Dakota,244.243515259852,Mathematics,4
2017,Ohio,240.928372101796,Mathematics,4
2017,Oklahoma,237.326270225647,Mathematics,4
2017,Oregon,233.132459994163,Mathematics,4
2017,Pennsylvania,241.672327208486,Mathematics,4
2017,Rhode Island,237.554934304512,Mathematics,4
2017,South Carolina,234.043992967064,Mathematics,4
2017,South Dakota,241.58894696354,Mathematics,4
2017,Tennessee,236.692515382765,Mathematics,4
2017,Texas,240.943670668029,Mathematics,4
2017,Utah,242.480766246533,Mathematics,4
2017,Vermont,240.893297189484,Mathematics,4
2017,Virginia,248.041059058675,Mathematics,4
2017,Washington,241.701000965358,Mathematics,4
2017,West Virginia,236.057018907755,Mathematics,4
2017,Wisconsin,240.389213393097,Mathematics,4
2017,Wyoming,247.820619209134,Mathematics,4
2015,Alabama,230.977422662321,Mathematics,4
2015,Alaska,236.328416950897,Mathematics,4
2015,Arizona,237.61175542795,Mathematics,4
2015,Arkansas,235.215469726642,Mathematics,4
2015,California,231.549345006155,Mathematics,4
2015,Colorado,241.563575620412,Mathematics,4
2015,Connecticut,240.159468855002,Mathematics,4
2015,Delaware,238.67801881991,Mathematics,4
2015,District of Columbia,231.307525116183,Mathematics,4
2015,Florida,242.664320928614,Mathematics,4
2015,Georgia,236.452519256357,Mathematics,4
2015,Hawaii,237.895806837329,Mathematics,4
2015,Idaho,238.799624712685,Mathematics,4
2015,Illinois,237.307813789509,Mathematics,4
2015,Indiana,247.652183620087,Mathematics,4
2015,Iowa,243.339911874178,Mathematics,4
2015,Kansas,241.067208517258,Mathematics,4
2015,Kentucky,241.727761931052,Mathematics,4
2015,Louisiana,234.28190182677,Mathematics,4
2015,Maine,242.244654099765,Mathematics,4
2015,Maryland,239.49975090765,Mathematics,4
2015,Massachusetts,250.565777826282,Mathematics,4
2015,Michigan,235.728893690295,Mathematics,4
2015,Minnesota,249.575846952089,Mathematics,4
2015,Mississippi,234.243053139768,Mathematics,4
2015,Missouri,238.964922500718,Mathematics,4
2015,Montana,241.287048262014,Mathematics,4
2015,Nebraska,243.863666875446,Mathematics,4
2015,Nevada,233.827016206925,Mathematics,4
2015,New Hampshire,249.150621351838,Mathematics,4
2015,New Jersey,245.383220077076,Mathematics,4
2015,New Mexico,231.167235964367,Mathematics,4
2015,New York,236.796927043204,Mathematics,4
2015,North Carolina,243.742266788879,Mathematics,4
2015,North Dakota,244.71383057758,Mathematics,4
2015,Ohio,243.598591203345,Mathematics,4
2015,Oklahoma,239.760481447062,Mathematics,4
2015,Oregon,237.74670893826,Mathematics,4
2015,Pennsylvania,243.312239940824,Mathematics,4
2015,Rhode Island,238.001729682764,Mathematics,4
2015,South Carolina,237.089571458614,Mathematics,4
2015,South Dakota,239.723094945658,Mathematics,4
2015,Tennessee,240.667395743119,Mathematics,4
2015,Texas,244.00247204328,Mathematics,4
2015,Utah,242.562787058815,Mathematics,4
2015,Vermont,243.250399158154,Mathematics,4
2015,Virginia,246.612621705962,Mathematics,4
2015,Washington,244.981422185301,Mathematics,4
2015,West Virginia,235.204661462065,Mathematics,4
2015,Wisconsin,243.310211318799,Mathematics,4
2015,Wyoming,246.759764467268,Mathematics,4
2013,Alabama,232.861332466148,Mathematics,4
2013,Alaska,236.122004416339,Mathematics,4
2013,Arizona,240.304911470576,Mathematics,4
2013,Arkansas,239.89052210005,Mathematics,4
2013,California,233.654464624413,Mathematics,4
2013,Colorado,246.975708032011,Mathematics,4
2013,Connecticut,243.440297394202,Mathematics,4
2013,Delaware,243.107758182676,Mathematics,4
2013,District of Columbia,228.567253872576,Mathematics,4
2013,Florida,241.675809566843,Mathematics,4
2013,Georgia,240.04723664593,Mathematics,4
2013,Hawaii,243.308618941163,Mathematics,4
2013,Idaho,240.722019842936,Mathematics,4
2013,Illinois,239.000204017003,Mathematics,4
2013,Indiana,248.596777358002,Mathematics,4
2013,Iowa,245.793505546843,Mathematics,4
2013,Kansas,246.185701870944,Mathematics,4
2013,Kentucky,241.469926794712,Mathematics,4
2013,Louisiana,231.36630864379,Mathematics,4
2013,Maine,245.847001798672,Mathematics,4
2013,Maryland,245.169379546775,Mathematics,4
2013,Massachusetts,253.033785201779,Mathematics,4
2013,Michigan,236.819778402754,Mathematics,4
2013,Minnesota,253.420961133202,Mathematics,4
2013,Mississippi,231.105721411129,Mathematics,4
2013,Missouri,239.548361930055,Mathematics,4
2013,Montana,243.69888459472,Mathematics,4
2013,Nebraska,243.157929125431,Mathematics,4
2013,Nevada,236.262899387868,Mathematics,4
2013,New Hampshire,252.993525166642,Mathematics,4
2013,New Jersey,246.870909198593,Mathematics,4
2013,New Mexico,232.781432931356,Mathematics,4
2013,New York,240.349816866839,Mathematics,4
2013,North Carolina,244.801732892983,Mathematics,4
2013,North Dakota,246.424794889496,Mathematics,4
2013,Ohio,245.549796905114,Mathematics,4
2013,Oklahoma,238.921877478041,Mathematics,4
2013,Oregon,240.099252018006,Mathematics,4
2013,Pennsylvania,244.012619964297,Mathematics,4
2013,Rhode Island,241.416735236635,Mathematics,4
2013,South Carolina,236.625899742704,Mathematics,4
2013,South Dakota,240.981099722242,Mathematics,4
2013,Tennessee,239.774787022732,Mathematics,4
2013,Texas,241.926288740505,Mathematics,4
2013,Utah,242.820688734808,Mathematics,4
2013,Vermont,247.803294738209,Mathematics,4
2013,Virginia,246.177456938875,Mathematics,4
2013,Washington,246.288338069866,Mathematics,4
2013,West Virginia,237.440632664342,Mathematics,4
2013,Wisconsin,244.706291648161,Mathematics,4
2013,Wyoming,246.522400920115,Mathematics,4
2011,Alabama,231.286019035945,Mathematics,4
2011,Alaska,236.359658026107,Mathematics,4
2011,Arizona,235.157597045644,Mathematics,4
2011,Arkansas,237.810156979715,Mathematics,4
2011,California,234.164993212459,Mathematics,4
2011,Colorado,244.456097110102,Mathematics,4
2011,Connecticut,242.413406903396,Mathematics,4
2011,Delaware,240.359832433478,Mathematics,4
2011,District of Columbia,221.808283121753,Mathematics,4
2011,Florida,239.826451038787,Mathematics,4
2011,Georgia,238.366542086539,Mathematics,4
2011,Hawaii,238.82192776062,Mathematics,4
2011,Idaho,240.328832465338,Mathematics,4
2011,Illinois,238.836878932328,Mathematics,4
2011,Indiana,243.836875966553,Mathematics,4
2011,Iowa,242.604872948472,Mathematics,4
2011,Kansas,246.255334791443,Mathematics,4
2011,Kentucky,240.83070024317,Mathematics,4
2011,Louisiana,230.778869270132,Mathematics,4
2011,Maine,244.257016536718,Mathematics,4
2011,Maryland,247.106555813795,Mathematics,4
2011,Massachusetts,253.39645576405,Mathematics,4
2011,Michigan,236.402213706507,Mathematics,4
2011,Minnesota,249.186686145154,Mathematics,4
2011,Mississippi,229.868022217831,Mathematics,4
2011,Missouri,240.494831043156,Mathematics,4
2011,Montana,243.796606541624,Mathematics,4
